"","Date.Time","Contact Type","Topic","Comments"
"368","2015-09-07 13:08:00","In Person","UCDAccess/Portal","Student wanting to Change address"
"369","2015-09-07 13:08:00","In Person","CUD Depts. / Offices","Computer lab"
"370","2015-09-07 13:19:00","In Person","General Info","Printing"
"371","2015-09-07 13:25:00","In Person","CUD Depts. / Offices","Student looking for Writing Center"
"372","2015-09-07 13:43:00","In Person","POLI SCI","3200-Poli Sci"
"373","2015-09-07 13:43:00","In Person","POLI SCI",""
"374","2015-09-07 13:47:00","In Person","Dissability Resources","DRS Location"
"375","2015-09-07 13:50:00","In Person","Financial Aid",""
"376","2015-09-07 13:54:00","In Person","General Info","Pharmacy near by"
"377","2015-09-07 14:00:00","In Person","General Info","Headshots Location"
"378","2015-09-07 14:00:00","In Person","Registrar","Social Security Number Incorrect "
"379","2015-09-07 14:18:00","In Person","General Info","Cellphone card holder"
"380","2015-09-07 14:25:00","In Person","Lost and Found",""
"381","2015-09-07 14:57:00","In Person","General Info","Trishia Vasquez phone #"
"382","2015-09-07 15:02:00","Phone","General Info","Planners"
"383","2015-09-07 15:16:00","In Person","AdmissionsGeneral Info","Faculty member helping prospective student find admissions"
"384","2015-09-07 15:22:00","In Person","CUD Depts. / Offices","Study Abroad Office- LSC 9th Floor"
"385","2015-09-07 15:33:00","Phone","Registrar","Add/drop"
"386","2015-09-07 15:47:00","In Person","General Info","Qdoba"
"387","2015-09-07 16:00:00","In Person","Lynx  Center Staff","Brittany or Alicia"
"388","2015-09-07 16:01:00","In Person","General Info","Comouter lab hours"
"389","2015-09-07 16:31:00","Phone","General Info","Winter Break"
"390","2015-09-07 16:43:00","In Person","TAC","Turn in transcripts"
"391","2015-09-07 16:44:00","In Person","CUD Depts. / Offices","study abroad"
"392","2015-09-07 08:45:00","In Person","CUD Buildings","Location of CU Building"
"393","2015-09-08 10:10:00","In Person","General Info","Canvas Question"
"394","2015-09-08 10:27:00","In Person","Registrar","Location of unroomed class
 --> NC 1311"
"395","2015-09-08 10:28:00","In Person","General Info","Student picked up something 
Brittany left"
"396","2015-09-08 10:30:00","In Person","CUD Depts. / Offices","Economics advisor --> CLAS"
"397","2015-09-08 10:30:00","In Person","Registrar","UNRM on Schedule"
"398","2015-09-08 10:32:00","Phone","Lynx  Center Staff","Call for Sam Kim"
"399","2015-09-08 10:35:00","In Person","Registrar","Lcoation of Registrar"
"400","2015-09-08 10:44:00","Phone","Freshman Orientation","Called to sign up for Spring 2016
NSO"
"401","2015-09-08 10:53:00","In Person","Bursar","Location of Bursar"
"402","2015-09-08 11:11:00","In Person","Registrar","Location of Registrar"
"403","2015-09-08 11:15:00","In Person","CUD Depts. / Offices","Location of SEHD"
"404","2015-09-08 11:29:00","In Person","ITS","Student needed help connecting to
UCD wifi"
"405","2015-09-08 11:33:00","In Person","POLI SCI","Poli Sci Dept location"
"406","2015-09-08 11:52:00","In Person","","Location of Spring International 
Language Center"
"407","2015-09-08 12:00:00","Phone","Dissability Resources","Phone for DRC & dropping a class"
"408","2015-09-08 12:15:00","In Person","Lynx  Center Staff","asking for Samantha-Erin"
"409","2015-09-08 12:21:00","In Person","General Info","DSF location"
"410","2015-09-08 12:22:00","In Person","","refund check questions"
"411","2015-09-08 12:24:00","In Person","General Info","Setting up direct deposit"
"412","2015-09-08 12:26:00","In Person","General InfoLost and Found","checking lost and found for book lost last Wednesday. Referred to Tivoli."
"413","2015-09-08 12:28:00","Phone","Lynx  Center Staff","call to Samantha"
"414","2015-09-08 12:30:00","In Person","Admissions","undergrad admissions location"
"415","2015-09-08 12:30:00","In Person","CUD BuildingsGeneral Info","CLAS dean signature"
"416","2015-09-08 12:41:00","In Person","General Info","title 9 talk"
"417","2015-09-08 12:42:00","In Person","","lynx FB page like"
"418","2015-09-08 12:55:00","In Person","","Diana White"
"419","2015-09-08 13:03:00","Phone","Lynx  Center Staff","call for Brittany"
"420","2015-09-08 13:06:00","Phone","","incarcerated transfer"
"421","2015-09-08 13:07:00","In Person","Computer Lab","comp. lab location"
"422","2015-09-08 13:32:00","In Person","Health Center","helath insurance"
"423","2015-09-08 13:40:00","In Person","AdmissionsGeneral Info","printing posters"
"424","2015-09-08 13:40:00","In Person","General Info","Poster Printing"
"425","2015-09-08 13:49:00","In Person","AB1 ClassroomsGeneral Info","Computer lab"
"426","2015-09-08 13:51:00","In Person","LRC","LRC"
"427","2015-09-08 13:52:00","In Person","Lost and Found","lost & found inquiry"
"428","2015-09-08 13:58:00","In Person","Computer Lab","fax location"
"429","2015-09-08 14:04:00","In Person","","science meet/greet"
"430","2015-09-08 14:10:00","In Person","Admissions","Tour"
"431","2015-09-08 14:15:00","In Person","General Info","Student wanting to know the dean of School of Business"
"432","2015-09-08 14:41:00","In Person","","jobs"
"433","2015-09-08 14:43:00","In Person","Registrar","Student looking for Registrar"
"434","2015-09-08 14:46:00","In Person","ASAC","Student looking for ASAC"
"435","2015-09-08 15:00:00","In Person","Dissability Resources","Student looking for Disabilities"
"436","2015-09-08 15:10:00","In Person","AB1 Classrooms","Pizza looking for room 2000"
"437","2015-09-08 15:21:00","In Person","Lynx  Center Staff","Person looking for Britany"
"438","2015-09-08 15:30:00","In Person","Lynx Center Supplies (Computer Etc.)","Student looking for Stapler"
"439","2015-09-08 15:33:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting to use scissors"
"440","2015-09-08 15:34:00","In Person","General Info","getting dropped calculator"
"441","2015-09-08 15:36:00","In Person","General Info","poster drop off"
"442","2015-09-08 15:40:00","In Person","Facilities","qdoba spill/complaint"
"443","2015-09-08 15:44:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wating a binder"
"444","2015-09-08 15:46:00","In Person","Registrar","transcript request"
"445","2015-09-08 15:58:00","In Person","AB1 Classrooms","1300 event location"
"446","2015-09-08 16:20:00","In Person","General Info","Student looking for an event"
"447","2015-09-08 16:21:00","In Person","AB1 Classrooms","2500 workshop confusion"
"448","2015-09-08 16:52:00","In Person","Bursar","bursars office location"
"449","2015-09-08 08:21:00","In Person","CUD Buildings","Room 1100 in CUDN Bldg"
"450","2015-09-09 08:22:00","In Person","CUD Depts. / Offices","Looking for Grad School location"
"451","2015-09-09 09:46:00","In Person","Admissions","Admissions Office locataion"
"452","2015-09-09 10:08:00","In Person","General Info","Student needed assistant viewing unofficial transcript "
"453","2015-09-09 10:09:00","In Person","Bursar","Bursar's Location"
"454","2015-09-09 10:24:00","In Person","General Info","coffee place in this bulding"
"455","2015-09-09 10:30:00","In Person","Lynx  Center Staff","Student from faculty mentor program came to meet with pro staff"
"456","2015-09-09 10:44:00","In Person","General Info","Individual  needed to report smoking incident "
"457","2015-09-09 10:50:00","In Person","General Info","student needed assistant accessing workstudy awards and  webmail"
"458","2015-09-09 11:08:00","In Person","General Info","closes ATM"
"459","2015-09-09 11:14:00","In Person","AB1 Classrooms","location of 1500"
"460","2015-09-09 11:53:00","In Person","ID Voucher","ID Voucher"
"461","2015-09-09 12:17:00","In Person","Registrar","add/drop"
"462","2015-09-09 12:18:00","In Person","General Info","Salad bar?"
"463","2015-09-09 12:22:00","In Person","CUD Depts. / Offices","Senior Program"
"464","2015-09-09 12:25:00","In Person","Bursar","location of bursars office"
"465","2015-09-09 12:40:00","In Person","General Info","translate for an IOA student"
"466","2015-09-09 13:04:00","In Person","AB1 Classrooms","computer Lab"
"467","2015-09-09 13:30:00","In Person","CUD Depts. / Offices","Computer lab"
"468","2015-09-09 13:39:00","In Person","General Info","planners"
"469","2015-09-09 13:40:00","In Person","Admissions","location of admissions"
"470","2015-09-09 13:44:00","In Person","General Info","microwave at this building"
"471","2015-09-09 13:45:00","In Person","General Info","Question about Bustang"
"472","2015-09-09 13:45:00","In Person","Admissions","Financial Literacy Workshop"
"473","2015-09-09 13:53:00","In Person","General Info","bustang information"
"474","2015-09-09 14:00:00","In Person","General Info","enrolling in classes"
"475","2015-09-09 14:06:00","In Person","ASAC","pre-engineering advisor"
"476","2015-09-09 14:07:00","In Person","Admissions","campus tour"
"477","2015-09-09 14:10:00","In Person","AB1 Classrooms","Bathroom Directions"
"478","2015-09-09 14:15:00","In Person","CUD Depts. / Offices","Senior Program"
"479","2015-09-09 14:24:00","In Person","Financial AidBursarRegistrarGeneral Info","Dropping classes"
"480","2015-09-09 14:25:00","In Person","HIST","location of the history department"
"481","2015-09-09 14:33:00","In Person","CUD Depts. / Offices","Canvas"
"482","2015-09-09 14:35:00","In Person","Registrar","location of the registars office"
"483","2015-09-09 14:57:00","In Person","Financial Aid","location of the disability office"
"484","2015-09-09 15:07:00","In Person","Admissions","campus tour"
"485","2015-09-09 15:28:00","In Person","General Info","Planners"
"486","2015-09-09 15:54:00","In Person","Dissability Resources","location of financial aid office"
"487","2015-09-09 16:30:00","In Person","",""
"488","2015-09-09 16:53:00","In Person","",""
"489","2015-09-09 08:38:00","In Person","General Info","individual needed tables for ACAD 1500"
"490","2015-09-10 09:02:00","In Person","AB1 Classrooms","ACAD 1500  location"
"491","2015-09-10 09:13:00","In Person","General Info","Student needed help finding North Classroom "
"492","2015-09-10 09:43:00","In Person","Admissions","Student had questions about their diploma "
"493","2015-09-10 10:01:00","In Person","Int'l Admissions","International Admissions location "
"494","2015-09-10 10:14:00","In Person","General Info","Individual needed to find the restrooms "
"495","2015-09-10 10:38:00","In Person","General Info","Plaza building location "
"496","2015-09-10 10:38:00","In Person","Lynx Center Supplies (Computer Etc.)"," Individual wanted to use the phone "
"497","2015-09-10 11:26:00","In Person","ID Voucher","ID Voucher"
"498","2015-09-10 11:35:00","In Person","TriO","TriO Office Location"
"499","2015-09-10 12:05:00","In Person","AB1 Classrooms","Registrar Office Location"
"500","2015-09-10 12:06:00","In Person","Lynx Center Supplies (Computer Etc.)","Free Notepad"
"501","2015-09-10 13:05:00","In Person","AB1 Classrooms","ACAD building location"
"502","2015-09-10 15:38:00","In Person","General Info","Senior Citizen ProgrPM navigation help"
"503","2015-09-10 16:00:00","In Person","Financial Aid","turn in paperwork"
"504","2015-09-13 07:45:00","In Person","CUD Depts. / Offices","Phone number for SPA advising"
"505","2015-09-13 08:40:00","In Person","Lost and Found","Lynx Center Lost & Found"
"506","2015-09-13 09:00:00","Phone","Transfer OrientationCUD Depts. / Offices","TAGS//Transfer Admissions//Phone 
number for SPA advising"
"507","2015-09-13 09:03:00","In Person","LRC","Places for math tutor"
"508","2015-09-13 09:21:00","In Person","Computer Lab","Computer lab in SCB"
"509","2015-09-13 09:25:00","In Person","General Info","Charging Phone"
"510","2015-09-13 09:33:00","In Person","UCDAccess/Portal","Forgot Password"
"511","2015-09-13 09:56:00","In Person","CUD Depts. / Offices","Inter-departmental scholarship for
MS in IS"
"512","2015-09-13 09:57:00","In Person","Auraria Campus","South Building/Cherry Creek Building Location"
"513","2015-09-13 10:01:00","In Person","Registrar","Registrar Location"
"514","2015-09-13 10:18:00","In Person","Lost and Found","Lost & Found"
"515","2015-09-13 10:49:00","In Person","CUD Buildings","ACAD Building Location"
"516","2015-09-13 10:49:00","In Person","CUD Depts. / Offices","Dean's Office Location"
"517","2015-09-13 10:52:00","In Person","BursarLynx Center Supplies (Computer Etc.)","How to set up Rvae Alerts// 
Tuition disbersment"
"518","2015-09-13 10:59:00","In Person","Lynx Center Supplies (Computer Etc.)","Microwave Location"
"519","2015-09-13 11:01:00","In Person","Registrar","Enrollment Form turn-in location"
"520","2015-09-13 11:01:00","In Person","General Info","microwave wanted!!!!"
"521","2015-09-13 11:09:00","In Person","Bursar","ID repayment"
"522","2015-09-13 11:15:00","In Person","Financial Aid","Transfer to Financial Aid"
"523","2015-09-13 11:25:00","In Person","HIST","History Dept"
"524","2015-09-13 11:30:00","In Person","Computer Lab","Computer lab in SCB"
"525","2015-09-13 11:34:00","In Person","Registrar","How to send offical transcripts"
"526","2015-09-13 11:40:00","In Person","Registrar","Registrar Location"
"527","2015-09-13 11:46:00","In Person","Online Orientation","Online Orientation Registration"
"528","2015-09-13 12:02:00","In Person","Bursar","Student lookng for Bursars"
"529","2015-09-13 12:07:00","In Person","LRC","Student looking for LRC"
"530","2015-09-13 12:15:00","Phone","Lynx Center Supplies (Computer Etc.)","Student looking for Lost and Found"
"531","2015-09-13 12:15:00","In Person","General Info","Watch Bag/Charging Phone"
"532","2015-09-13 12:20:00","In Person","Computer Lab","Student looking for Computer Lab"
"533","2015-09-13 12:20:00","In Person","CUD Depts. / Offices","Math Tutoring Options"
"534","2015-09-13 12:22:00","In Person","General Info","Student wanting to connect to wifi"
